Player_id,Player,Squad_id,Nation,Pos,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Progression_PrgC,Progression_PrgP,Progression_PrgR,Sh,SoT,Dist,FK,Passes_Cmp,Passes_Att,Passes_TotDist,Passes_PrgDist,KP,PPA,Tkl,Challenges_Tkl,Challenges_Lost,Blocks,Err,Touches,Touches_DefPen,Touches_AttPen,Take-Ons_Succ,Take-Ons_Tkld,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_Dis,Receiving_Rec,Subs,unSub,2CrdY,Fls,Fld,Off,PKcon,OG,Recov
46f75f0c,Teresa Abilleira,54582b93,es ESP,MF,23,2000,20,10,1147,3,3,0,0,0,0,13.0,99.0,13.0,24.0,8.0,25.1,3.0,701.0,864.0,13516.0,4632.0,25.0,9.0,35.0,8.0,7.0,13.0,0.0,989.0,16.0,7.0,11.0,7.0,522.0,2510.0,1092.0,15.0,659.0,10,6.0,0,20.0,19.0,0.0,0.0,0,98.0
72c566fe,Jessica Aby,aa11fb42,ci CIV,"MF,FW",24,1998,17,6,548,1,0,0,0,7,1,6.0,15.0,17.0,12.0,5.0,18.9,0.0,113.0,179.0,1946.0,447.0,11.0,2.0,14.0,3.0,2.0,3.0,0.0,259.0,11.0,22.0,5.0,3.0,141.0,636.0,244.0,9.0,166.0,11,5.0,1,32.0,14.0,2.0,0.0,0,34.0
67a39a11,Charity Adule,e9fecaf2,,"FW,MF",29,1993,9,1,171,0,0,0,0,0,0,0.0,1.0,5.0,1.0,0.0,25.8,0.0,20.0,38.0,259.0,73.0,2.0,0.0,5.0,2.0,1.0,4.0,0.0,61.0,3.0,2.0,1.0,4.0,26.0,80.0,17.0,2.0,31.0,8,6.0,0,1.0,4.0,1.0,0.0,0,12.0
a097ef45,Júlia Aguado,0f4738a8,,"FW,MF",22,2000,15,0,119,3,0,0,0,0,0,3.0,1.0,17.0,4.0,4.0,9.3,0.0,25.0,38.0,293.0,45.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,61.0,1.0,8.0,0.0,6.0,37.0,219.0,88.0,3.0,49.0,15,8.0,0,4.0,1.0,4.0,0.0,0,7.0
150b2d3b,Yolanda Aguirre,215d9026,es ESP,GK,24,1998,5,5,450,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,94.0,141.0,2709.0,1996.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,160.0,145.0,0.0,0.0,0.0,60.0,362.0,272.0,0.0,39.0,0,20.0,0,0.0,1.0,0.0,0.0,1,3.0
77448ed7,Rasheedat Ajibade,b56c2667,ng NGA,FW,23,1999,25,19,1660,8,1,0,0,2,0,74.0,42.0,172.0,76.0,33.0,15.5,0.0,296.0,449.0,4883.0,1195.0,16.0,16.0,22.0,10.0,7.0,18.0,0.0,743.0,12.0,122.0,42.0,45.0,525.0,4102.0,1872.0,40.0,552.0,6,1.0,0,20.0,26.0,18.0,0.0,0,96.0
e938c5ba,Henriette Akaba,753b93a5,cm CMR,"DF,FW",30,1992,2,0,10,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,10.6,0.0,3.0,3.0,79.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,2.0,7.0,3.0,0.0,4.0,2,7.0,0,0.0,0.0,1.0,0.0,0,0.0
4f3341b5,Albeta,7a7bef84,,DF,21,2001,9,8,668,0,0,0,0,1,0,7.0,11.0,7.0,0.0,0.0,,0.0,120.0,189.0,2019.0,1032.0,2.0,2.0,14.0,7.0,14.0,4.0,0.0,240.0,8.0,3.0,4.0,3.0,83.0,605.0,248.0,5.0,87.0,1,8.0,0,5.0,5.0,0.0,0.0,0,36.0
450dbe8a,Ainhoa Alguacil,f96ff499,,"MF,FW",17,2006,18,6,618,0,2,0,0,0,0,16.0,42.0,35.0,7.0,2.0,22.6,0.0,202.0,259.0,3420.0,955.0,15.0,8.0,13.0,4.0,4.0,6.0,0.0,322.0,9.0,11.0,6.0,4.0,181.0,1116.0,483.0,18.0,215.0,12,1.0,0,2.0,7.0,0.0,0.0,0,49.0
9581d587,María Alharilla Casado,0f4738a8,es ESP,DF,32,1990,17,10,966,1,0,0,0,0,0,7.0,51.0,36.0,4.0,1.0,14.7,0.0,469.0,649.0,7889.0,3789.0,7.0,10.0,35.0,14.0,7.0,10.0,1.0,759.0,24.0,12.0,8.0,8.0,314.0,1294.0,616.0,7.0,383.0,7,1.0,0,11.0,4.0,1.0,0.0,0,71.0
aa00ba45,Aline,4c088abe,br BRA,GK,34,1989,7,7,630,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,165.0,255.0,5669.0,4136.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,263.0,228.0,0.0,0.0,0.0,167.0,1129.0,572.0,0.0,100.0,0,4.0,0,0.0,1.0,0.0,0.0,0,8.0
5e7778bd,Oriana Altuve,f96ff499,ve VEN,"FW,MF",30,1992,5,0,36,0,0,0,0,0,0,0.0,0.0,2.0,1.0,0.0,8.0,0.0,13.0,19.0,154.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,1.0,3.0,0.0,2.0,17.0,40.0,6.0,1.0,19.0,5,5.0,0,1.0,6.0,0.0,0.0,0,6.0
4bce4a46,Astrid Álvarez,e9fecaf2,,"FW,MF",30,1992,12,6,593,0,1,0,0,1,0,8.0,10.0,43.0,10.0,1.0,20.3,0.0,60.0,124.0,899.0,308.0,4.0,2.0,10.0,2.0,3.0,5.0,0.0,206.0,3.0,11.0,4.0,12.0,106.0,517.0,196.0,9.0,119.0,6,,0,6.0,5.0,6.0,0.0,0,35.0
66c60fdc,Carmen Álvarez,74142337,,"FW,MF",20,2003,25,13,1211,0,3,0,0,2,0,21.0,15.0,44.0,23.0,5.0,17.8,0.0,135.0,221.0,1981.0,490.0,12.0,3.0,8.0,4.0,9.0,6.0,0.0,403.0,5.0,45.0,13.0,21.0,235.0,1293.0,509.0,29.0,288.0,12,1.0,0,9.0,11.0,5.0,0.0,0,30.0
a9d8cb9c,Ruth Álvarez,89818574,,"DF,MF",22,2000,7,3,253,0,1,0,0,0,0,5.0,20.0,19.0,2.0,0.0,18.9,0.0,127.0,157.0,2195.0,837.0,4.0,6.0,7.0,3.0,1.0,5.0,0.0,185.0,4.0,3.0,0.0,0.0,84.0,432.0,283.0,2.0,103.0,4,8.0,0,2.0,0.0,0.0,0.0,0,20.0
7403b395,Jone Amezaga,94929c05,,FW,18,2005,20,12,1156,4,0,0,0,0,0,28.0,11.0,70.0,25.0,9.0,16.7,0.0,165.0,234.0,2303.0,336.0,6.0,3.0,18.0,4.0,6.0,9.0,0.0,433.0,1.0,33.0,13.0,32.0,318.0,2110.0,707.0,38.0,304.0,8,,0,12.0,22.0,6.0,0.0,0,75.0
9bb5b11c,Amparito,215d9026,,DF,26,1997,5,0,56,0,0,0,0,0,0,0.0,4.0,2.0,0.0,0.0,,0.0,23.0,37.0,388.0,186.0,0.0,1.0,3.0,2.0,4.0,1.0,0.0,47.0,3.0,1.0,0.0,0.0,20.0,114.0,77.0,0.0,24.0,5,14.0,0,1.0,3.0,0.0,0.0,0,5.0
c9ef783a,Nataša Andonova,0f4738a8,mk MKD,"MF,FW",29,1993,23,20,1747,6,6,0,0,4,0,25.0,76.0,101.0,49.0,17.0,19.9,7.0,598.0,835.0,10180.0,2950.0,39.0,25.0,38.0,13.0,6.0,20.0,0.0,1048.0,5.0,64.0,24.0,10.0,578.0,2660.0,885.0,53.0,711.0,3,,0,40.0,26.0,6.0,0.0,0,100.0
d0309b28,Ivana Andrés,54582b93,es ESP,DF,28,1994,20,18,1628,0,2,0,0,4,0,8.0,77.0,1.0,8.0,1.0,19.3,0.0,943.0,1082.0,20725.0,8182.0,9.0,6.0,22.0,7.0,5.0,14.0,0.0,1222.0,122.0,6.0,2.0,4.0,717.0,4077.0,2492.0,6.0,805.0,2,6.0,0,18.0,12.0,1.0,0.0,0,132.0
fe3d54bb,Angy,f96ff499,,MF,26,1997,3,0,9,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,,0.0,6.0,6.0,97.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,4.0,3,12.0,0,2.0,0.0,0.0,0.0,0,1.0
e73e06bc,Antonia,0f4738a8,br BRA,DF,28,1994,12,10,880,0,1,0,0,2,0,11.0,43.0,30.0,5.0,3.0,27.7,0.0,374.0,533.0,7577.0,3674.0,9.0,8.0,40.0,19.0,13.0,18.0,1.0,674.0,35.0,10.0,10.0,6.0,275.0,1397.0,694.0,11.0,299.0,2,2.0,0,6.0,10.0,1.0,0.0,0,57.0
83f1bd99,Arola Aparicio,215d9026,,"DF,MF",25,1997,22,9,860,0,0,0,0,1,0,30.0,26.0,42.0,2.0,1.0,16.2,0.0,271.0,392.0,4428.0,2368.0,8.0,7.0,20.0,11.0,7.0,7.0,0.0,540.0,24.0,11.0,11.0,21.0,228.0,2037.0,1047.0,15.0,234.0,13,3.0,0,4.0,7.0,4.0,0.0,0,52.0
e9213624,Nahia Aparicio,c21f25d3,,DF,19,2004,1,0,11,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,,0.0,5.0,5.0,103.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,2.0,11.0,8.0,0.0,5.0,1,,0,0.0,1.0,0.0,0.0,0,0.0
008c802c,Paula Arana,94929c05,,"FW,MF",21,2001,24,11,1170,3,0,0,0,0,0,14.0,36.0,77.0,29.0,8.0,19.5,0.0,257.0,427.0,4204.0,1076.0,13.0,11.0,28.0,9.0,17.0,9.0,0.0,608.0,4.0,39.0,14.0,23.0,296.0,1335.0,430.0,18.0,408.0,13,2.0,0,13.0,14.0,7.0,0.0,0,65.0
c464f93a,Karen Araya,89818574,cl CHI,MF,32,1990,24,12,1118,4,4,0,0,1,0,14.0,86.0,43.0,30.0,12.0,27.4,2.0,427.0,643.0,7914.0,3325.0,28.0,15.0,27.0,8.0,12.0,11.0,1.0,786.0,15.0,18.0,23.0,8.0,414.0,1743.0,734.0,23.0,488.0,12,2.0,0,10.0,10.0,1.0,0.0,0,99.0
25f540ad,Carla Armengol,aa11fb42,es ESP,"MF,FW",25,1998,24,13,1147,4,0,0,0,0,0,16.0,19.0,49.0,18.0,10.0,18.5,0.0,177.0,266.0,2770.0,973.0,4.0,6.0,11.0,3.0,10.0,12.0,0.0,384.0,6.0,26.0,4.0,14.0,218.0,1150.0,409.0,17.0,248.0,11,2.0,0,14.0,24.0,7.0,0.0,0,52.0
aec17e23,Iris Arnaiz Gil,c21f25d3,es ESP,MF,28,1994,21,18,1480,0,1,0,0,4,0,13.0,109.0,16.0,6.0,3.0,32.3,0.0,756.0,910.0,13381.0,5206.0,7.0,11.0,45.0,13.0,11.0,17.0,0.0,1065.0,63.0,2.0,7.0,2.0,493.0,2084.0,1093.0,9.0,674.0,3,5.0,0,10.0,10.0,0.0,1.0,0,117.0
8f83b165,Daniela Arques,e9fecaf2,,MF,17,2006,24,17,1525,0,0,0,0,5,0,8.0,59.0,15.0,31.0,6.0,25.5,0.0,232.0,458.0,4486.0,1978.0,8.0,10.0,54.0,15.0,33.0,23.0,0.0,672.0,41.0,11.0,9.0,11.0,220.0,1355.0,442.0,17.0,229.0,7,,0,38.0,18.0,0.0,0.0,0,146.0
7685f89a,Eunate Arraiza,94929c05,es ESP,"DF,FW",31,1991,16,8,697,0,0,0,0,5,0,5.0,26.0,22.0,8.0,2.0,20.4,1.0,203.0,351.0,3676.0,1968.0,6.0,5.0,19.0,6.0,15.0,7.0,0.0,447.0,19.0,8.0,7.0,4.0,161.0,842.0,310.0,10.0,176.0,8,9.0,0,12.0,4.0,3.0,1.0,0,59.0
0a12ad6e,Grace Asantewaa,74142337,gh GHA,MF,22,2000,26,22,1857,1,3,1,1,4,0,28.0,57.0,55.0,37.0,10.0,27.2,0.0,445.0,576.0,8350.0,1919.0,13.0,4.0,42.0,17.0,12.0,16.0,0.0,840.0,22.0,18.0,24.0,22.0,479.0,2966.0,1135.0,35.0,478.0,4,,0,30.0,48.0,3.0,0.0,0,171.0
e24c4452,Chelsea Ashurst,27acb0af,,GK,33,1990,13,13,1170,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,0.0,209.0,414.0,7778.0,6672.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,464.0,382.0,0.0,0.0,0.0,194.0,1549.0,876.0,0.0,79.0,0,10.0,0,0.0,2.0,0.0,0.0,0,17.0
d196119f,Therese Åsland,89818574,no NOR,"DF,FW",27,1995,6,0,101,0,0,0,0,0,0,3.0,5.0,7.0,3.0,1.0,15.8,0.0,36.0,50.0,615.0,235.0,1.0,2.0,7.0,3.0,1.0,1.0,0.0,69.0,0.0,4.0,0.0,1.0,28.0,126.0,67.0,2.0,34.0,6,4.0,0,4.0,1.0,1.0,0.0,0,6.0
55ff64ce,María Asunción Quiñones,94929c05,es ESP,GK,26,1996,26,26,2340,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,689.0,923.0,18453.0,12296.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,993.0,904.0,0.0,0.0,0.0,472.0,2817.0,1852.0,0.0,350.0,0,,0,0.0,6.0,0.0,0.0,0,31.0
1c279d7d,Cristina Auñón,aa11fb42,,DF,34,1989,19,18,1596,3,2,0,0,5,0,30.0,39.0,33.0,9.0,4.0,21.4,0.0,429.0,643.0,7423.0,3763.0,9.0,10.0,46.0,21.0,9.0,25.0,0.0,869.0,74.0,8.0,9.0,13.0,292.0,2021.0,970.0,15.0,299.0,1,1.0,0,19.0,13.0,0.0,1.0,0,109.0
2dfa2aa3,Ane Azkona,94929c05,es ESP,FW,24,1998,20,18,1594,2,2,0,0,2,0,40.0,37.0,99.0,27.0,7.0,15.0,0.0,210.0,383.0,3296.0,1008.0,18.0,19.0,26.0,9.0,17.0,17.0,0.0,583.0,7.0,58.0,20.0,22.0,299.0,1806.0,842.0,18.0,343.0,2,,0,26.0,13.0,15.0,0.0,0,86.0
f7f6c62c,Alba Aznar,aa11fb42,,MF,29,1993,8,3,301,0,0,0,0,0,0,7.0,13.0,3.0,3.0,1.0,23.6,0.0,85.0,117.0,1387.0,428.0,2.0,2.0,12.0,6.0,6.0,4.0,0.0,169.0,10.0,8.0,1.0,3.0,76.0,439.0,210.0,7.0,83.0,5,7.0,0,2.0,3.0,0.0,0.0,0,23.0
ca9f6f0a,Rinsola Babajide,74142337,eng ENG,"FW,MF",24,1998,23,20,1714,6,1,0,0,5,0,42.0,31.0,111.0,41.0,22.0,22.1,0.0,249.0,376.0,4062.0,834.0,21.0,12.0,31.0,5.0,6.0,11.0,0.0,656.0,13.0,56.0,38.0,29.0,437.0,2890.0,863.0,71.0,442.0,3,1.0,0,31.0,31.0,4.0,0.0,1,91.0
ae754f28,Doris Bačić,753b93a5,hr CRO,GK,28,1995,24,24,2115,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,,0.0,511.0,754.0,13245.0,9676.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,831.0,795.0,0.0,0.0,0.0,390.0,2394.0,1542.0,0.0,209.0,0,,0,0.0,3.0,0.0,0.0,0,25.0
9a13ac27,Linda Bakker,f96ff499,nl NED,"DF,FW",30,1993,12,6,544,1,0,0,0,0,0,4.0,18.0,7.0,2.0,1.0,17.2,0.0,146.0,217.0,2569.0,1141.0,5.0,1.0,10.0,3.0,3.0,3.0,1.0,265.0,13.0,7.0,1.0,1.0,93.0,455.0,122.0,5.0,124.0,6,11.0,0,2.0,3.0,3.0,0.0,0,35.0
8d9be8cd,Patrycja Balcerzak,27acb0af,pl POL,"MF,DF",29,1994,21,17,1532,2,0,0,0,6,0,4.0,46.0,10.0,7.0,4.0,20.2,0.0,269.0,476.0,5431.0,2333.0,3.0,1.0,43.0,18.0,16.0,22.0,0.0,646.0,57.0,4.0,3.0,2.0,225.0,920.0,272.0,6.0,241.0,4,4.0,0,37.0,9.0,0.0,0.0,0,116.0
4769f6f1,Laia Ballesté,27acb0af,,DF,23,1999,21,20,1761,2,0,1,1,2,0,5.0,21.0,1.0,2.0,1.0,28.8,0.0,243.0,483.0,6052.0,3697.0,3.0,1.0,22.0,15.0,18.0,20.0,0.0,646.0,126.0,4.0,2.0,0.0,207.0,1024.0,549.0,4.0,177.0,1,5.0,0,8.0,6.0,0.0,0.0,0,113.0
109f5c4c,Estefanía Banini,b56c2667,ar ARG,"MF,FW",32,1990,24,19,1545,2,1,0,0,1,0,38.0,124.0,92.0,30.0,14.0,18.7,1.0,731.0,912.0,12116.0,3447.0,18.0,22.0,21.0,3.0,10.0,9.0,0.0,1062.0,15.0,28.0,31.0,17.0,609.0,3809.0,1592.0,25.0,753.0,5,1.0,0,8.0,20.0,1.0,1.0,0,120.0
3d077d16,Leire Baños,0f4738a8,es ESP,MF,26,1996,26,26,2251,0,2,0,0,4,0,14.0,120.0,35.0,27.0,7.0,24.1,0.0,1091.0,1356.0,20647.0,5788.0,13.0,13.0,39.0,14.0,7.0,24.0,0.0,1579.0,44.0,17.0,8.0,1.0,757.0,3359.0,1510.0,17.0,1014.0,0,,0,24.0,13.0,0.0,0.0,0,191.0
08137080,Ainize Barea Núñez,94929c05,es ESP,"FW,MF",31,1992,24,14,1284,3,1,0,0,0,0,22.0,25.0,70.0,27.0,17.0,20.4,0.0,211.0,333.0,3272.0,659.0,17.0,11.0,6.0,1.0,5.0,8.0,0.0,461.0,5.0,35.0,7.0,10.0,249.0,1384.0,509.0,24.0,315.0,10,2.0,0,4.0,10.0,4.0,0.0,0,62.0
46f6d3ed,Beatriz Beltrán,f96ff499,,DF,25,1997,18,16,1320,0,1,0,0,2,0,21.0,52.0,34.0,14.0,4.0,29.2,4.0,498.0,829.0,8643.0,5272.0,18.0,3.0,41.0,17.0,7.0,18.0,0.0,1007.0,53.0,9.0,7.0,15.0,316.0,1703.0,866.0,12.0,386.0,2,,0,10.0,12.0,0.0,0.0,0,94.0
7b839abb,Vicky Benítez,74142337,,DF,22,2000,19,13,1224,0,0,0,0,0,0,2.0,31.0,2.0,7.0,0.0,9.1,0.0,263.0,390.0,5600.0,2350.0,3.0,5.0,35.0,24.0,4.0,13.0,0.0,517.0,59.0,8.0,2.0,2.0,233.0,1134.0,534.0,3.0,234.0,6,6.0,0,3.0,3.0,0.0,1.0,0,66.0
daeee8a9,Alejandra Bernabe,c21f25d3,es ESP,DF,21,2001,18,15,1111,0,1,0,0,2,0,61.0,48.0,109.0,7.0,5.0,16.8,0.0,552.0,731.0,8195.0,3203.0,17.0,12.0,22.0,8.0,7.0,11.0,0.0,883.0,24.0,22.0,23.0,28.0,461.0,3131.0,1766.0,17.0,469.0,3,1.0,0,13.0,17.0,3.0,0.0,0,109.0
38807c65,Claudia Blanco,4c088abe,,"DF,FW",26,1997,23,16,1401,2,0,0,0,5,0,19.0,47.0,41.0,14.0,8.0,24.7,0.0,415.0,646.0,8272.0,4616.0,14.0,18.0,55.0,26.0,23.0,22.0,1.0,830.0,32.0,13.0,7.0,14.0,291.0,1353.0,611.0,21.0,350.0,7,2.0,0,15.0,19.0,1.0,2.0,0,104.0
784375f4,Laura Blasco,27acb0af,,"DF,MF",20,2002,5,1,172,0,0,0,0,1,0,3.0,5.0,0.0,2.0,0.0,18.6,0.0,47.0,77.0,694.0,407.0,0.0,0.0,7.0,2.0,2.0,1.0,0.0,96.0,2.0,1.0,0.0,0.0,32.0,201.0,109.0,3.0,36.0,4,12.0,0,1.0,0.0,0.0,0.0,0,8.0
c87ba39a,Jassina Blom,4c088abe,be BEL,FW,28,1994,24,18,1374,8,1,1,1,4,0,21.0,33.0,71.0,45.0,24.0,17.3,2.0,166.0,306.0,2776.0,656.0,8.0,10.0,11.0,4.0,8.0,11.0,0.0,473.0,4.0,61.0,8.0,7.0,245.0,1238.0,493.0,22.0,325.0,6,,0,20.0,25.0,14.0,0.0,0,47.0
2b721e60,Jade Boho,e9fecaf2,gq EQG,FW,36,1986,21,20,1719,3,2,0,0,3,1,26.0,30.0,120.0,45.0,13.0,19.4,1.0,295.0,501.0,4742.0,864.0,19.0,11.0,13.0,4.0,3.0,13.0,0.0,691.0,20.0,73.0,8.0,5.0,344.0,1705.0,476.0,34.0,489.0,1,2.0,1,22.0,19.0,33.0,0.0,0,58.0
f3d165f5,Aitana Bonmatí,15f49df1,es ESP,MF,25,1998,20,15,1428,8,9,0,0,1,0,63.0,141.0,116.0,59.0,27.0,15.6,0.0,877.0,1023.0,14334.0,3088.0,33.0,27.0,20.0,6.0,8.0,8.0,0.0,1189.0,16.0,106.0,26.0,17.0,744.0,4189.0,1795.0,27.0,982.0,5,1.0,0,6.0,13.0,8.0,0.0,0,96.0
6965bcd4,Florencia Bonsegundo,89818574,ar ARG,"MF,FW",29,1993,26,23,2026,7,4,1,1,1,0,47.0,116.0,115.0,71.0,23.0,22.6,3.0,652.0,1015.0,12609.0,4660.0,36.0,20.0,48.0,14.0,15.0,24.0,0.0,1329.0,25.0,66.0,27.0,22.0,721.0,4021.0,1623.0,39.0,835.0,3,,0,33.0,29.0,5.0,0.0,0,149.0
a200616d,Berta Bou,753b93a5,,DF,23,1999,19,16,1229,0,0,0,0,8,0,3.0,27.0,2.0,6.0,3.0,9.1,0.0,347.0,483.0,7676.0,3995.0,2.0,2.0,30.0,16.0,11.0,24.0,0.0,646.0,147.0,7.0,3.0,4.0,294.0,1645.0,1117.0,3.0,314.0,3,3.0,0,16.0,9.0,3.0,0.0,0,82.0
5056c581,Lucy Bronze,15f49df1,eng ENG,DF,31,1991,20,14,1292,3,2,0,0,0,0,47.0,111.0,89.0,26.0,9.0,14.6,0.0,973.0,1209.0,15060.0,5477.0,18.0,24.0,46.0,14.0,4.0,14.0,0.0,1400.0,36.0,58.0,7.0,13.0,654.0,3151.0,1651.0,17.0,829.0,6,3.0,0,17.0,14.0,5.0,0.0,0,106.0
f262e54f,Nayluisa Cáceres,4c088abe,ve VEN,GK,23,1999,5,5,450,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,112.0,189.0,3002.0,1962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,170.0,0.0,0.0,0.0,112.0,771.0,404.0,0.0,65.0,0,8.0,0,1.0,0.0,0.0,0.0,0,6.0
047111da,Klára Cahynová,215d9026,cz CZE,MF,29,1993,20,19,1630,0,0,0,0,4,1,14.0,68.0,21.0,5.0,1.0,15.0,0.0,489.0,639.0,8182.0,2863.0,11.0,11.0,61.0,33.0,16.0,39.0,0.0,873.0,46.0,16.0,8.0,3.0,413.0,2196.0,698.0,27.0,430.0,1,,1,27.0,15.0,1.0,0.0,0,137.0
3b244ec5,Linda Caicedo,54582b93,co COL,"FW,MF",18,2005,7,5,427,1,1,0,0,0,0,25.0,27.0,51.0,9.0,2.0,17.7,0.0,199.0,223.0,2775.0,723.0,10.0,7.0,7.0,3.0,4.0,2.0,0.0,267.0,2.0,23.0,12.0,9.0,203.0,1476.0,718.0,13.0,219.0,2,,0,2.0,13.0,2.0,0.0,0,31.0
59da315a,Mariona Caldentey,15f49df1,es ESP,"FW,MF",27,1996,15,9,992,6,5,0,1,1,0,44.0,122.0,155.0,30.0,14.0,20.1,2.0,743.0,907.0,11175.0,3354.0,45.0,46.0,15.0,6.0,3.0,7.0,0.0,1045.0,2.0,55.0,14.0,17.0,603.0,3189.0,1501.0,21.0,867.0,6,1.0,0,3.0,16.0,4.0,0.0,0,71.0
8e0e1589,Nagore Calderón,215d9026,es ESP,"MF,DF",29,1993,23,14,1234,0,1,0,0,2,0,7.0,46.0,9.0,9.0,1.0,25.1,0.0,339.0,446.0,6180.0,2468.0,6.0,4.0,29.0,12.0,12.0,9.0,0.0,543.0,26.0,4.0,2.0,5.0,249.0,1103.0,414.0,9.0,283.0,9,1.0,0,12.0,13.0,1.0,0.0,0,98.0
bf12363c,Viola Calligaris,0f4738a8,ch SUI,DF,27,1996,20,16,1463,0,1,0,0,3,0,18.0,63.0,12.0,8.0,4.0,13.0,0.0,777.0,946.0,15707.0,6735.0,10.0,5.0,26.0,11.0,6.0,17.0,0.0,1090.0,125.0,16.0,10.0,5.0,554.0,3245.0,1810.0,9.0,681.0,4,6.0,0,20.0,14.0,2.0,0.0,0,95.0
93aa95a3,Ainoa Campo,7a7bef84,,MF,26,1996,19,18,1552,0,2,0,0,2,0,15.0,83.0,25.0,28.0,5.0,25.4,0.0,376.0,643.0,6700.0,3089.0,11.0,7.0,70.0,17.0,27.0,26.0,1.0,885.0,30.0,18.0,8.0,9.0,350.0,1687.0,574.0,14.0,394.0,1,,0,26.0,23.0,1.0,0.0,0,144.0
607dd291,Alba Caño,15f49df1,,MF,19,2003,1,0,45,0,0,0,0,0,0,0.0,4.0,3.0,1.0,1.0,21.9,0.0,28.0,32.0,421.0,45.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,36.0,0.0,1.0,0.0,0.0,10.0,26.0,2.0,1.0,27.0,1,1.0,0,3.0,0.0,0.0,0.0,0,4.0
f82742b1,Clara Capdevila,7a7bef84,,DF,17,2006,1,0,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,8.0,48.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,3.0,1,,0,2.0,0.0,0.0,0.0,0,3.0
def5954e,Judith Caravaca,e9fecaf2,,DF,25,1997,25,25,2223,0,0,0,0,9,0,4.0,19.0,1.0,4.0,1.0,9.7,0.0,284.0,517.0,5927.0,2910.0,1.0,0.0,59.0,34.0,22.0,42.0,0.0,818.0,193.0,9.0,1.0,1.0,187.0,1112.0,546.0,5.0,177.0,0,,0,23.0,3.0,2.0,0.0,0,129.0
2f77f07e,Carmen Carbonell,7a7bef84,,GK,23,1999,15,14,1270,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,262.0,461.0,8861.0,7197.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,508.0,362.0,0.0,0.0,0.0,233.0,1579.0,667.0,0.0,160.0,1,11.0,0,0.0,1.0,0.0,0.0,0,17.0
80df9863,Estela Carbonell,0f4738a8,es ESP,DF,18,2004,12,8,611,0,2,0,0,1,0,17.0,29.0,68.0,7.0,2.0,16.3,0.0,307.0,447.0,5308.0,2662.0,7.0,12.0,15.0,4.0,5.0,9.0,0.0,536.0,5.0,18.0,12.0,13.0,244.0,1139.0,532.0,19.0,276.0,4,14.0,0,6.0,10.0,2.0,0.0,0,38.0
02d10cee,Marta Cardona,b56c2667,es ESP,"FW,MF",27,1995,20,15,1298,4,4,0,0,0,0,65.0,35.0,118.0,21.0,8.0,12.0,0.0,258.0,400.0,4146.0,1309.0,24.0,16.0,34.0,14.0,10.0,17.0,0.0,616.0,3.0,66.0,28.0,53.0,388.0,3292.0,1457.0,27.0,410.0,5,1.0,0,7.0,15.0,7.0,0.0,0,67.0
06ff92d6,Andrea Carid,e9fecaf2,,"MF,FW",30,1993,25,19,1736,0,2,0,0,5,0,13.0,49.0,41.0,22.0,4.0,15.5,0.0,259.0,456.0,4713.0,1516.0,16.0,6.0,34.0,13.0,16.0,24.0,0.0,670.0,13.0,38.0,9.0,11.0,279.0,1264.0,458.0,25.0,345.0,6,,0,40.0,25.0,6.0,0.0,0,123.0
